축제명,간단한 소개,내용글,포스터 이미지,이미지1,이미지2,이미지3,시작일,종료일,주소,운영기관,연락처
엣 전통 봄꽃으로 물들다,"제주의 봄꽃과 전통을 함께 즐기는 가족 맞춤형 체험 축제, ‘옛 전통, 봄꽃으로 물들다’","제주민속촌에서는 5월 가정의 달을 맞아 ‘옛 전통, 봄꽃으로 물들다’라는 주제로 다채로운 축제를 선보인다. 한 달간 진행되는 이 축제는 제주의 봄 풍경과 전통문화를 한자리에서 즐길 수 있는 기회를 제공한다. 민속촌 내에서 한복이나 드라마 ‘폭싹 속았수다’ 속 복장(교복, 체육복)을 입고 찍은 사진을 SNS에 업로드하면, 추첨을 통해 4팀에게 제주사랑상품권 20만 원을 증정하는 이벤트가 진행된다. 5월 3일부터 5일까지는 어린이날을 맞아 마술 공연, 인형극, 페이스페인팅 등 가족 단위 관람객을 위한 특별 행사가 펼쳐진다. 주말마다 전통 먹거리 체험인 떡메치기와 지름떡 만들기도 운영되며, 제주의 고유한 맛과 정서를 직접 느껴볼 수 있다. 또한 사전 예약을 통해 참여할 수 있는 ‘가족사진 촬영 이벤트’도 준비되어 있다. 전문 사진작가가 제주 전통가옥을 배경으로 가족사진을 촬영해주며, 촬영된 사진은 당일 현장에서 인화해 종이액자에 담아 제공된다. 전통의 멋과 봄의 정취가 어우러진 제주민속촌에서, 가족과 함께하는 특별한 5월의 추억을 만들 수 있다.
[행사내용]
1. 메인프로그램 : 어린이날 특별 행사(5월3일~5일) - 마술공연, 어린이 인형극, 페이스페인팅
2. 부대프로그램 :전통 체험 운영(주말) - (토) 떡메치기 체험, (일) 지름떡만들기 체험
가족사진 촬영 이벤트(사전예약제) - 제주민속촌 배경의 촬영, 당일현장 인화 + 종이액자 제공, 매주 일요일 하루 16팀 예약 운영
3. 소비자 참여 프로그램 : SNS 인증샷 이벤트(5월1~31일) - ①한복 또는 드라마 '폭싹 속았수다' 복장 입고 민속촌에서 촬영, ②개인 SNS에 제주민속촌 태그 후 사진 업로드 시 참여 가능, ③ 총 4팀 선정해 상품권 20만원 증정(제세공과금 22% 본인 부담)
4. 기타 내용 : 한라산아래 첫마을 - 각종 메일 요리 판매 / 감낭집 - 각종 민속 음식 판매 / 소우주 카페 - 각종 카페 음료 판매

[이용요금]
유료
성인 - 15,000원/ 경로 - 13,000원/ 청소년 - 12000원/ 소인 - 11,000원
할인 20% - 단체 20인이상
할인 30% - 제주도민 , 장애인 , 국가유공자 , 진에어/대한항공 탑승자 , 해비치/KAL 호텔 투숙객
할인 50% - 한복 또는 드라마'폭싹 속았수다' 교복,체육복 복장 시
할인 70% - 제주민속촌 내 한복대여점에서 복장 대여 시",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/820b0a49-09d0-4fd8-a048-55d1d165beec_3.jpg,,,,2025-05-01,2025-05-31,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주민속촌/㈜제이영,010-9072-9120
유럽동화나라축제,피노키오와 어린왕자 세계로의 여행,"이번 축제는 프랑스와 이탈리아를 대표하는 동화 속 인물인 ‘어린왕자’와 ‘피노키오’를 테마로, 전시·체험·공연이 어우러진 다채로운 프로그램을 통해 관람객들에게 유럽 동화 속 세계를 직접 여행하는 듯한 감성적 경험을 선사할 예정이다.
[행사내용]
1. 상설형 콘텐츠 (매일 운영 / 주중·주말 공통)
[쁘띠프랑스 – 프랑스 마을]
- 어린왕자 이야기관 전시 (작가 생텍쥐페리 관련 콘텐츠 포함, 확정 예정)
- 느린 우체통 엽서 보내기 체험 / 색칠 체험 / 어린왕자 의상 체험
- 어린왕자 벽화 & 광장 조형물 포토존
[피노키오와 다빈치 마을 – 이탈리아 마을]
- 베네치아 가면 전시 / 피노키오 의상 체험 / 샌드아트 체험
- 다빈치 다리 만들기 / 비눗방울 체험 (아이 전용 체험존 포함)
- 대형 피노키오 & 다빈치 전시물 포토존

2. 주말·공휴일 특별 콘텐츠 (5~6 월 주말 전체 운영)
- 풍선 캐릭터 퍼포먼스 (5 월 18 일 진행 예정) - 이탈리아 문화원 추천 공연 (COMETA CIRCUS)
- 마리오네트 인형극 – ‘피노키오의 모험’ 줄인형 공연
- 버블쇼 – 야외 광장에서 펼쳐지는 퍼포먼스형 공연
- 피노키오 인형탈 캐릭터 워킹 콘텐츠 (공통)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/2c9a6521-45b1-43ad-bd3e-06faa9dd3be5_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2c9a6521-45b1-43ad-bd3e-06faa9dd3be5_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2c9a6521-45b1-43ad-bd3e-06faa9dd3be5_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2c9a6521-45b1-43ad-bd3e-06faa9dd3be5_6.jpg,2025-05-01,2025-06-29,경기도 가평군 청평면 호반로 1063,쁘띠프랑스 & 이탈리아마을,031-584-8200
청도 프로방스 크리스마스 산타마을 빛축제,사계절 눈이 내리는 청도 프로방스 크리스마스 산타마을 빛축제,"1996년 청도 테마랜드로 오픈하였다. 2012년 청도프로방스 포토랜드로 새롭게 단장하였다. 프랑스의 정감있는 프로방스마을을 청도에 그대로 재현하였다. 풍요로운 대자연 속에 독특한 문화와 예술을 프랑스 남동부 지역의 프로방스 마을에서 즐길 수 있다. 프로방스 마을에서는 로맨틱한 여행과 빛축제를 즐길수 있다. 낮에는 100여가지 다양한 포토존과 아기자기한 소품, 예쁜 집들이 있고, 어둠이 내리면 빛축제를 즐길 수 있다. 겨울에는 아름다운 빛축제와 산타포토존의 콜라보 컨셉으로 축제가 열리는 곳이다. 청도 프로방스 크리스마스 산타마을 빛축제에서 산타클로스, 루돌프 사슴, 산타요정을 만날수 있다. 아름다게 빛나는 크리스마스 빛축제로 성탄 분위기를 느낄 수 있는 곳이다.
[행사내용]
1. 메인프로그램 :빛축제
2. 부대프로그램 : 공연(버스팅)
3. 소비자 참여 프로그램 : 체험프로그램(아로마,케이크만들기 등)",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_67563897-aa70-424e-8816-55f322e020b2_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_67563897-aa70-424e-8816-55f322e020b2_4.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_67563897-aa70-424e-8816-55f322e020b2_5.JPG,2025-05-01,2026-02-28,경상북도 청도군 화양읍 이슬미로 272-23 청도 프로방스,(주)청도프로방스,054-372-5050
허브아일랜드 라데봄축제,"라벤더, 데이지, 그리고 봄","허브아일랜드에서 열리는 라데봄 축제는 라벤더와 데이지, 봄을 주제로 한 지역 관광 축제다. 기존 라벤더를 중심으로한 라벤더 축제에서 데이지를 곁들여 더욱 다양한 경험을 제공하고 있다. 라벤더 정원과 데이지 꽃밭을 중심으로 다양한 포토존과 플리마켓, 체험 부스가 운영되며, 주요 체험 프로그램으로는 라벤더 심어가기 체험, 라벤더 차 수확 체험, 라벤더 아이스크림 만들기 체험 등이 있으며, 전 연령층이 참여할 수 있도록 구성되어 있다. 축제 기간 동안 지역 농산물과 특산물을 활용한 먹거리와 기념품 판매 부스도 함께 마련된다. 주변 관광지와 연계한 관광 코스를 제공하여 체류형 관광지로서의 기능을 강화하고 있으며, 계절에 맞춘 콘텐츠와 안전한 운영을 통해 허브아일랜드 대표 봄 축제로 정착 중이다.
[행사내용]
라벤다, 데이지 봄축제로써 허브아일랜드 봄을 느끼는 체험
1.허브차 수확체험
1)5~6월 프렌치 라벤다꽃을 직접 체취하여 가져가는 체험
2)6월 캐모마일꽃을 직접 체취하여 가져가는체험 8000원
2.허브 심어가기체험 라벤다,캐모마일,로즈마리,민트등등 원하는 허브를 골라 화분에 직접 심어가는 체험 8000원
3.라벤다,캐모마일 아이스크림 체험 4000원

[이용요금]
허브아일랜드 입장권
- 평일 소인,노인8,000원
- 대인10,000원
- 주말 소인,노인10000원
- 대인12,000원
라데봄축제 기간 현장 체험쿠폰할인 증정",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/345be2fc-7bdc-41a8-8e8a-b4e835e2f09b_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_345be2fc-7bdc-41a8-8e8a-b4e835e2f09b_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_345be2fc-7bdc-41a8-8e8a-b4e835e2f09b_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_345be2fc-7bdc-41a8-8e8a-b4e835e2f09b_6.jpg,2025-05-01,2025-06-30,경기도 포천시 신북면 청신로947번길 35,허브아일랜드,031-535-6494
라온페스타,라온하게! 충장이 ON다!,"충장로 상권을 활성화 하기 위해 여러가지 프로그램을 운영함으로써 상권활성화에 기여한다. 모든 연령층이 어울려 즐길 수 있는 다양한 행사프로그램이 준비되어 있는 축제이다.
[행사내용]
1. 상시프로그램(매 월 마지막 주 토요일) : 지하상가문화의 날(12시~18시) - 만남의 광장에서 열리는 프리마켓, 버스킹, 공예체험 그리고 영수증이벤트 / 충장K-스타챌린지(17시~18시30분) - 충장로 우체국 앞에서 열리는 K-POP스타를 꿈꾸는 특별한 경연대회
2. 개막프로그램(6월13일-14일) : 개막식 / 라온서서비어 / 충장 미션 어드벤처 / 라온코스튬카니발
3. 충장축제 연계 프로그램(10월15일-18일) : 라온미드나잇페스타 / 텐트밖은 충장 / 야광놀이터 라온 / 푸드트럭&충장오픈장터 / 충장윈터판타지
4. 특별프로그램 : 8월의 라온 크리스마스 / 충장45도깨비장터",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ece99852-13aa-466d-84ad-4e9f89e5e1ab_3.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ece99852-13aa-466d-84ad-4e9f89e5e1ab_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ece99852-13aa-466d-84ad-4e9f89e5e1ab_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ece99852-13aa-466d-84ad-4e9f89e5e1ab_6.JPG,2025-04-26,2025-12-31,광주광역시 동구 충장로 94 (충장로2가),광주광역시 동구/충장상권활성화 추진단,070-4111-4406
봄꽃페스타,아침고요수목원에서 따뜻한 봄 바람과 다채로운 봄꽃의 설레임을 만나보세요,"봄볕에 반짝이는 땅과 신록으로 물든 아침고요수목원은 축령산의 빼어난 산세와 어우러져 그림 같은 풍경을 자아낸다. 튤립, 철쭉, 수선화 등 봄꽃 군락을 중심으로 목련, 진달래, 매화, 개나리, 벚꽃 등 다양한 봄꽃들이 가득 피어난 황홀한 모습을 감상할 수 있다. 따뜻한 봄 바람과 햇살의 설레임을 만날 수 있다.
[행사내용]
1. 플리마켓 : (기간) 04.25(금)-05.25(일) / (장소) 시가있는산책로 / (시간) 10시-17시
2. 야외공연 : (기간) 05.03(토)-05.06(화), 05.10(토)-05.11(일) / (장소) 다솜마루(야외무대) / (시간) 13시-14시
3. 식물심기 체험 : (기간) 매주 화요일,목요일 / (장소) 초록상점 / (시간)13시~15시",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/4d459641-ef78-490a-89c1-c1bd9226a61a_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4d459641-ef78-490a-89c1-c1bd9226a61a_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4d459641-ef78-490a-89c1-c1bd9226a61a_5.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_4d459641-ef78-490a-89c1-c1bd9226a61a_6.png,2025-04-21,2025-05-25,경기도 가평군 상면 수목원로 432 아침고요수목원,아침고요수목원,1544-6703
서울거리공연 구석구석 라이브,"서울 구석구석 찾아가는 거리 공연, 우리 삶에 녹아드는 문화예술!","서울거리공연 구석구석라이브는 서울 전역 50곳의 장소에서 진행되는 거리 공연이다. 문화예술을 통해 시민들에게는 일상의 이벤트를 선사하고, 다양한 문화공연 향유 기회를 확대하기 위해 진행되며 공개 모집을 통해 선발된 150팀의 아티스트들이 11월 말까지 서울의 다양한 장소에서 공연을 진행한다.
[행사내용]
메인 프로그램 : 거리공연(버스킹)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/9f1838dd-f39e-4599-aafe-6c5ea3b8cc45_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9f1838dd-f39e-4599-aafe-6c5ea3b8cc45_4.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9f1838dd-f39e-4599-aafe-6c5ea3b8cc45_5.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_9f1838dd-f39e-4599-aafe-6c5ea3b8cc45_6.png,2025-04-21,2025-12-30,서울특별시 중구 세종대로 110 (태평로1가),서울특별시,02-6010-0349
휴애리 봄 수국축제,오색빛깔 수국을 가장 먼저 만나볼수 있는 휴애리 수국축제,"서귀포시 남원읍 신례리에 위치한 휴애리 자연생활공원은 제주도민과 제주를 찾는 관광객에게 보다 나은 볼거리를 제공하고 또 힐링의 공간이 되고자 오는 4월 18일부터 “휴애리 봄 수국축제”를 개최한다. 이번 2025 휴애리 봄 수국축제는 정성스럽게 키운 다양한 수국을 온실, 수국정원, 등 공원 곳곳에서 감상할 수 있어 제주도민과 상춘객에게 인기가 좋은 제주 대표 봄 축제가 될 것으로 전망된다. 특별히 온실에서 다양한 수국을 올 봄 가장 많게 만나 볼 수 있으며 여름수국 과 유럽수국까지 준비하여 늦여름까지 진행할 예정이다. 전년도 보다 더 풍성하게 준비될 이번 휴애리 봄 수국축제는 신혼여행, 웨딩스냅, 우정스냅 등 인생사진 찍기 좋은 장소로 인정받은 제주여행의 필수 코스이고 가족, 연인, 친구와 함께 다양한 수국포토존 에서 아름다운 추억을 만들 수 있을 것이다. 휴애리는 여러 해 전부터 지역사회 환원 차원에서 제주도내 장애인단체, 보육원, 양로원 등은 축제 때마다 무료입장(사전예약 필수)을 진행하고 있다.
[행사내용]
상철체험프로그램
- 동물먹이주기체험(미니돼지, 산토끼, 염소, 말, 흑돼지등)
- 야생화 자연 학습체험
- 전통놀이체험(돌탑쌓기, 투호던지기, 고리던지기, 널뛰기 등)

*요금
성 인:13,000원/단체:9,000원/도민:8,000원
청소년:11,000원/단체:8,000원/도민:7,000원
어린이:8월 31일까지 초등학생까지 어린이 무료이장 (보호자 동반시, 단체제외)
경로/장애인/국가유공자/군인/경찰/소방관 단체요금 적용
단체요금 20명 부터 적용
35개월까지는 무료입장
제주특별자치도민, 장애인, 유공자, 군인, 경찰, 소방관은 반드시 신분증 및 증명서 제시 필요",,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2e07f10a-0837-42f5-abd8-f18a2af0fb73_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2e07f10a-0837-42f5-abd8-f18a2af0fb73_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2e07f10a-0837-42f5-abd8-f18a2af0fb73_5.jpg,2025-04-18,2025-06-15,제주특별자치도 서귀포시 남원읍 신례동로 256,휴애리 자연생활공원,064-732-2114
경복궁 생과방,경복궁에서 마주한 특별한 시간,"경복궁 소주방 전각에 위치한 '생과방'은 궁중의 육처소(六處所) 가운데 하나이며, '국왕과 왕비'의 후식과 별식을 준비하던 곳으로 '생물방'이라고도 불렸다. 경복궁 생과방 프로그램은 조선왕조실록의 내용을 토대로 실제 임금이 먹었던 궁중병과와 궁중약차를 오늘날에도 즐길 수 있도록 구성된 유료 체험 프로그램이다.
[행사내용]
궁중병과 및 궁중약차 시식체험(1일 4회)
- 1회 10:00~11:10(70분)
- 2회 11:40~12:50(70분)
- 3회 13:50~15:00(70분)
- 4회 15:30~16:40(70분)",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/3a7630df-c1da-4c3c-a0c0-21923699b312_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3a7630df-c1da-4c3c-a0c0-21923699b312_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3a7630df-c1da-4c3c-a0c0-21923699b312_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_3a7630df-c1da-4c3c-a0c0-21923699b312_6.jpg,2025-04-16,2025-06-23,서울특별시 종로구 사직로 161 (세종로),국가유산청/국가유산진흥원,1522-2295
부산국제매직페스티벌,시간을 넘나드는 마술,"부산국제매직페스티벌은 2006년부터 시작되어 문화콘텐츠 산업의 떠오르는 블루오션인 ‘매직’을 테마로 한 국내 100만 매직 매니아의 꿈의 축제인 국내 유일 세계 최대 규모의 마술 페스티벌이다. 올해 20주년을 맞은 제20회 부산국제매직페스티벌에는 매직 판타지아, 매직컨벤션, 제7회 매직버스킹, 크리스마스특집 매직갈라쇼 등 다양한 행사들이 준비되어있다.
[행사내용]
1. 매직 판타지아
- 기간 : 2025년 4월 12일(토) ~ 4월 13일(일)
- 장소 : 부산시민회관 소극장 (부산 동구 자성로133번길 16 부산시민회관)
- 프로그램 : 기획공연 등
- 주최/주관 : (사)부산국제매직페스티벌조직위원회
- 후원/협찬 : 부산광역시, 해운대구, 부산예술대학교
- 예매처 : YES24 티켓, 네이버, 인터파크 티켓, 놀이의발견, 클립서비스 등

2. 매직컨벤션
- 기간 : 2025년 6월 19일(목) ~ 6월 22일(일)
- 장소 : 영화의전당 (부산 해운대구 수영강변대로 120)
- 프로그램 : FISM QC BIMF 국제마술대회(대회), 매직갈라쇼(공연), 렉쳐(강연) 등
- 주최 : (사)부산국제매직페스티벌조직위원회, (재)영화의전당
- 주관 : (사)부산국제매직페스티벌조직위원회
- 후원/협찬 : 부산광역시, 해운대구, 부산예술대학교
- 예매처 : YES24 티켓, 네이버, 인터파크 티켓, 놀이의발견, 클립서비스, 영화의전당 등

3. 매직버스킹
- 기간 : 2025년 9월 27일(토) ~ 6월 28일(일)
- 장소 : 해운대 해수욕장 일대 (부산 해운대구 해운대해변로)
- 프로그램 : 매직버스킹(공연) 등
- 주최/주관 : (사)부산국제매직페스티벌조직위원회
- 후원/협찬 : 부산광역시, 해운대구, 부산예술대학교
- 협업 : 부산문화재단

4. 크리스마스특집 매직갈라쇼
- 기간 : 2025년 12월 12일(금) ~ 12월 14일(일)
- 장소 : 영화의전당 (부산 해운대구 수영강변대로 120)
- 프로그램 : 기획공연, 현장이벤트 등
- 주최 : (사)부산국제매직페스티벌조직위원회, (재)영화의전당
- 주관 : (사)부산국제매직페스티벌조직위원회
- 후원/협찬 : 부산광역시, 해운대구, 부산예술대학교
- 예매처 : YES24 티켓, 네이버, 인터파크 티켓, 놀이의발견, 클립서비스 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/438bf21f-58a5-4ddd-b3cf-30e332b49d3c_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_438bf21f-58a5-4ddd-b3cf-30e332b49d3c_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_438bf21f-58a5-4ddd-b3cf-30e332b49d3c_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_438bf21f-58a5-4ddd-b3cf-30e332b49d3c_6.jpg,2025-04-12,2025-12-14,부산광역시 동구 자성로133번길 16 (범일동),(사)부산국제매직페스티벌 조직위원회,051-626-7002
창덕궁 달빛기행,유네스코 세계문화유산 창덕궁에서 펼쳐지는 대표적인 고품격 문화행사,"창덕궁 달빛기행은 은은한 달빛아래 녹음이 어우러진 창덕궁에서 전문해설사와 함께 궁궐의 곳곳을 관람하며, 각 전각에 대한 해설과 전통예술공연을 관람할 수 있는 프로그램이다. 올해는 돈화문 공사로 인해 창덕궁 금호문에서 출발해 진선문 · 인정전 · 희정당 · 낙선재 · 상량정 · 부용지 · 불로문 · 애련정 · 연경당 · 후원 숲길 등을 관람할 수 있다.
[행사내용]
대표 프로그램
(1) 야간기행
- 해설사의 이야기를 통해 창덕궁의 역사·문화·조경을 자연스럽게 체험할 수 있는 야간 기행
(2) 각 장소별 특화된 전통예술공연 진행(상량정, 연경당)
(3) 안내해설
- 달빛기행을 위해 특화된 안내해설 제공
(4) 관람동선
- 금호문 → 진선문 → 인정전 → 희정당 → 낙선재 → 상량정 → 부용지→ 애련정과 애련지 → 연경당 → 후원 숲길 → 금호문

<요금>
- 입장료 유료 : 1일 150명
- 참가비 : 1인 30,000원
* 장애인 50% 할인: 중증(구 1~3급) 본인포함 2인, 경증(구 4~6급) 본인 한정
* 국가유공자 본인 한정 50% 할인",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/c9d13813-7b3c-49d0-be55-f934f1e0abaf_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c9d13813-7b3c-49d0-be55-f934f1e0abaf_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c9d13813-7b3c-49d0-be55-f934f1e0abaf_5.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_c9d13813-7b3c-49d0-be55-f934f1e0abaf_6.JPG,2025-04-10,2025-06-15,서울특별시 종로구 율곡로 99 (와룡동),국가유산청 궁능유적본부/국가유산진흥원,1522-2295
홍성남당항 바다송어 전국 요리대회 및 수산물 소비촉진 행사,4월에서 5월 말까지 펼쳐지는 전국최초 '바다송어',"홍성남당항 봄철 대표 먹거리 '바다송어'는 잊지못할 풍미와 고소하면서 탱탱하고 신선한 맛을 지녔다. 저열량 고단백 저지방식품으로 혈관건강에 좋으며 고소하고 쫄깃한 식감은 미식가의 입맛을 사로잡았다. 4월에서 5월 말까지 펼쳐지는 전국최초 '바다송어'는 다채로운 문화행사와 맨손 송어잡이체험을 할 수 있다. 아름다운 낙조는 잊을수 없는 추억을 만들 수 있다.
[행사내용]
1. 메인프로그램 : 전국 요리대회, 무료 시식회 및 수산물 소비촉진 행사, 맨손송어잡이 체험
2. 공연프로그램 : 문화공연, 관광객 노래자랑 및 댄스대회 등
3. 볼거리 : 다채로운 야시장 운영 등",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/ae8a36b3-2807-42f2-a006-a27f0ea40046_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ae8a36b3-2807-42f2-a006-a27f0ea40046_4.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ae8a36b3-2807-42f2-a006-a27f0ea40046_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_ae8a36b3-2807-42f2-a006-a27f0ea40046_6.jpg,2025-04-10,2025-05-31,충청남도 홍성군 서부면 남당항로213번길 1-1,홍성남당항어촌계,"041-634-0104
010-5308-3750"
덕수궁 밤의 석조전,덕수궁 석조전을 활용한 대한제국 시기 궁중 문화 체험 야간 행사,"<덕수궁 밤의 석조전>은 전문 해설사와 함께하는 '석조전 야간 탐방'과 클래식 연주를 들으며 고종이 사랑했던 가배차(커피)와 디저트를 즐기는 '테라스 카페 체험', 대한제국 황실의 이야기를 담은 뮤지컬 공연 관람으로 구성되어 있는 덕수궁 야간 관람 프로그램이다. 2021년 시범 사업을 시작으로 높은 만족도와 호응에 힘입어 2022년 정식 개최되었으며, 2023년부터 반기별로 운영되고 있다. 궁인의 안내에 따라 대한제국 황실의 이야기를 품은 덕수궁 석조전으로 시간 여행을 떠나는 특별한 경험을 선사한다.
[행사내용]
1. 석조전 야간 탐방 : 석조전 대하제국역사관 전시 관람 및 해설
2. 테라스 카페 체험 : 석조전 2층 테라스에서 즐기는 고종의 가배 및 디저트 시식 체험 (다과 3종 제공 / 음료 4종 중 1택)
3. 접견실 뮤지컬 : 대한제국 시기를 엿볼 수 있는 창작뮤지컬 관람
4. 인생궁컷 : 개화기 소품과 함께 석조전의 야경을 배경으로 찍는 셀프 포토박스 기념사진 촬영

*할인정보
- 장애의 정도가 심한 장애인(구 1~3급) : 본인 및 동반 1인 50% 할인
- 장애의 정도가 심하지 않은 장애인(구 4~6급) : 본인만 50% 할인
- 국가유공자 : 50% 할인",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/2bf9d15c-63a8-4b51-80ef-7d56a39470cf_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2bf9d15c-63a8-4b51-80ef-7d56a39470cf_4.JPG,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2bf9d15c-63a8-4b51-80ef-7d56a39470cf_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_2bf9d15c-63a8-4b51-80ef-7d56a39470cf_6.jpg,2025-04-08,2025-05-25,서울특별시 중구 세종대로 99 덕수궁,국가유산청 궁능유적본부/국가유산진흥원,1522-2295 (궁능 활용 프로그램 전화 상담실)
생거진천 농다리축제,Like a Bridge Over Troubled Water,"충청북도 지방유형문화재 제28호로 천년을 이어온 동양 최고의 돌다리, 놀랍게도 생김새가 다른 돌이 어우러져 천년의 세월을 이겨낸 농다리를 테마로 개최하는 축제이다. 살아서 농사 짓기 위해 건너고 죽어서는 꽃상여에 실려 건너는 사람과 공존하는 다리, 바로 진천 농다리이다.
[행사내용]
1. 주말 일반 -Program(3개) : 상설 버스킹, 농특(축)산물 판매장, 공예협회 플리마켓
2. 특정주말특화 -Program(10개) : 상여다리 건너기, 참숯 낙화놀이, 군립교향악단 음악회, 기놀이 및 판굿, 농다리 피크닉존, 농다리 이색 의복 체험, 잔디광장 영화제, 초평호 재즈페스티벌, 농다리 야행투어, 농다리 보물찾기
3. 주말상설 부대행사(4개) : 푸드존·푸드트럭 운영, 야간경관 및 유등 조형물, 소원지 작성 및 소원지 달기, 문인·미술·사진 전시회
4. 축제 첫째날 구성 : 버스킹 공연(잔디광장, 수변무대, 폭포카페 전망대), 군립교향악단 연주회(수변무대), 농다리 야행투어(유등조형물~농다리), 농다리 피크닉존, 농다리 이색 의복 체험",https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/6d6794c4-631f-4a26-8207-01be0e6b1310_3.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6d6794c4-631f-4a26-8207-01be0e6b1310_4.png,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6d6794c4-631f-4a26-8207-01be0e6b1310_5.jpg,https://kfescdn.visitkorea.or.kr/kfes/upload/contents/db/400_6d6794c4-631f-4a26-8207-01be0e6b1310_6.jpeg,2025-04-05,2025-06-08,충청북도 진천군 진천읍 문화로 79,진천군,043-539-3603
